"rf_error_dev","glmboost_error_dev","lm_error_dev","svm_error_dev","transvalue_log"
10728.6749197026,23239.5209235978,26388.7062340248,39158.6924699002,5.60959440922522
32924.343453873,10994.6422473101,5661.5556474672,10255.795056308,5.55990662503611
137786.025354551,155845.98412492,139022.101084066,137846.643489849,5.69019608002851
1378.6936269424,-16311.4591626562,-22856.1041565546,-19139.6003381643,5.5814945422909
6730.71705313795,-29054.7322994411,-36762.1261427791,-32648.1256339375,5.55266821611219
39096.3351808774,28368.2675016076,21333.2776559716,30616.718404583,5.47856649559384
50895.3599775468,53701.8648132738,46443.0263201183,57060.7588787386,5.45863784902565
-6749.14411108231,7843.48479518422,-4173.96074138198,-3385.22715863236,5.75027691515399
64738.626889415,67020.9877096473,53651.681349281,51107.8299349868,5.6627106231939
21370.526043298,42020.9961720546,27601.8147766634,47703.0116619116,5.61278385671974
6987.21082577651,1298.26805998146,-3480.94084571651,5577.83857531607,5.52113808370404
5777.39664526057,-2068.27899539098,-6842.02826986788,2273.62687570316,5.51587384371168
-254565.25376387,-158957.949276995,-170744.913393152,-175397.560180392,5.92425343443046
86245.2826845502,102778.484293006,71505.9063385784,94148.7861520343,5.73639650227664
-47591.2511966213,-48952.4159138323,-56190.7844050767,-48772.5627718846,5.66745295288995
18908.343869233,15521.0912675739,2173.36272046011,23336.7774008543,5.69897000433602
61864.2485523204,44915.6869095386,37672.514845156,40654.5451089975,5.4861710999777
-13355.9712010437,-119144.213651599,-130988.637584943,-139615.070824093,5.81291335664286
-27456.759252322,-41440.2728239111,-51722.3824398804,-36608.5098611555,5.53907609879278
100151.299693131,82994.9559764865,64107.0008895599,71606.3699489922,5.55870857053317
11146.3050521253,24665.6320552503,19491.1961405544,21862.0121689508,5.61804809671209
-26139.2196592969,-42395.5408652548,-52453.5018197909,-44417.0388603894,5.65801139665711
-316231.958833119,-312528.286291249,-337757.642539732,-335589.387772729,5.93449845124357
-87308.9732559141,-124435.56773768,-134057.455581812,-126602.209495775,5.7041505168398
4269.92704468395,-5162.84602308966,-10760.1480187129,-7761.46560447005,5.62726341656822
-28403.8104205741,-1548.36309756176,-690.926859190018,-82.1890298787621,5.41830129131975
-17360.9929953846,-65677.0464660109,-70509.8718983323,-33848.7531741866,5.63718942214876
-11042.4214207685,-16259.6653704756,-17562.5846922061,-19804.1559479657,5.49954962590515
1604.15704631223,-28452.1434770771,-28756.4484179228,-14825.4762849226,5.6232492903979
1951.06656125456,25595.1382139096,27301.0996725284,21885.0186855557,5.46982201597816
38043.1794422523,32823.6786100548,33923.0455609692,24439.9146449086,5.42975228000241
27708.2300784035,45188.8206728106,45519.5581430856,44675.6607812291,5.43933269383026
33620.9574815307,32663.9690947474,33923.0455609692,26573.2984614287,5.42975228000241
17798.6815611286,20267.1564818226,5575.66141397593,1157.55878399406,5.62889956442061
36.4419971611351,31926.3857931901,28420.1102830181,35764.3709246152,5.46239799789896
-36484.5907821851,-52912.5231323041,-55784.7704303414,-50149.4703841077,5.5910646070265
1654.3844838675,10307.9395964871,-2804.74630129762,7664.05332418962,5.60238559010511
-26802.8457495667,-52991.2519912143,-65584.4761670561,-50558.4372480765,5.55022835305509
-1038807.82422196,-1075523.23842083,-1082361.12322473,-1023010.67650805,6.14891099310936
-58986.740814951,-33938.4000103836,-40148.983948733,-39210.4914471153,5.66745295288995
-24762.8384748447,35498.3962077908,24427.7284439332,42670.2708057501,5.54573995787324
77160.8208469288,89942.269155852,81268.8257851508,78536.4518665118,5.59769518592551
24626.6886446906,42198.1890427917,38487.7379815582,43952.8970929608,5.49415459401844
58458.6189746169,46239.9876751641,44408.3971531361,41241.2182962036,5.52504480703685
1249.68688172969,19830.4770388878,22790.521372242,13531.3612813515,5.67209785793572
-55048.5105730505,-79589.1085608061,-85133.1962947265,-74828.0142564625,5.61278385671974
2766.29390932305,-12881.0431020748,-17444.6485675256,-7159.17221647617,5.46974840050517
-41490.1472274411,-33669.455565894,-39664.7299237503,7372.88339550036,5.58994960132571
56135.1689067787,46149.8110668565,44408.3971531361,42819.2926483438,5.52504480703685
-5282.11970150034,-12911.215731096,-17444.6485675256,-6553.97750043962,5.46974840050517
33731.9151189111,20973.939660452,19194.1064381414,29369.7952396839,5.45392959205773
31711.9124139279,26104.1375746008,30885.0888624399,30615.08426319,5.53781909507327
19881.0281646269,20217.6909286672,25018.3988049552,23038.5610128953,5.55497345833324
-370.464301934058,-26674.1410878464,-23596.8077584725,-17660.8125486221,5.47055748521727
28377.3146851015,-144254.11965672,-140090.504681467,-136174.679089355,5.73639650227664
-63407.2289574499,-146571.512601413,-133060.17800432,-140404.430285763,5.96142109406645
-553754.491751649,-460630.283578196,-459800.329824318,-128929.384320502,6.07918124604763
-51216.1547576954,-52365.5026652783,-59054.996415466,-71873.2198419039,5.64246452024212
12170.7124704435,80696.9209100317,74746.0561639026,72439.7812851708,5.38381536598043
-14127.410815319,-53599.0322838552,-42121.8624240689,11169.1777958006,5.67205165393739
48950.5762692578,79813.4193570272,82608.0324469628,87318.3521801027,5.39269695325967
65846.1812645913,89923.0415576355,95683.542245849,89803.9324529228,5.42160392686983
16172.8837675181,19042.1815562187,13957.0012421216,7661.64116665887,5.38738982633873
3894.7744198016,-12364.2981833631,-11190.2763928913,-17757.4767428981,5.42324587393681
-16885.2141538766,-4431.00360096252,4185.36935053224,16015.88273038,5.50501424008411
-12916.6196427081,-30126.1823056678,-42381.4393959623,-48932.1196738504,5.55022835305509
25951.4436919276,43529.6024624167,47701.6543465233,45674.8295604936,5.43933269383026
2258.06094579367,-13864.9028967388,-11790.0549278037,-10944.7289985258,5.39058187855044
2177.38214934693,134402.627572981,141846.907795245,152789.375669521,5.5854607295085
59481.5899991304,76023.3615765172,73298.5806414314,82395.9132946611,5.3324384599156
-1562.0410138999,-15311.2148950346,-17425.9999023498,-10762.8860119315,5.42975228000241
46921.8124742343,34237.4727402168,31341.7075576318,38522.0408628305,5.38021124171161
58043.4751969675,81106.7322023376,85525.5808652013,78619.0104279501,5.38021124171161
19889.6414565694,24896.4658008982,23061.8533191397,29120.778004162,5.36172783601759
61725.0572767851,45293.4307548926,42894.5043442562,50505.2889695952,5.22859282246946
-25133.2220223947,-53550.4755271667,-51106.9529943125,-50578.4790916168,5.48000694295715
28135.3316184205,49394.2338138171,52692.5817366265,47655.2733461026,5.38916608436453
20060.3741828897,24837.8206670199,23061.8533191397,29925.8882844413,5.36172783601759
12906.684535433,976.834668328753,2975.6664423887,3483.09274655351,5.41497334797082
-5882.05544330803,-5370.91290683101,-3554.80353912106,-2046.33727493061,5.40654018043396
46611.9539710799,36889.8534350906,39943.0440142243,43181.6800086838,5.34242268082221
-8156.94667034538,-481.454517455655,1907.26134031639,3080.42202132352,5.46686762035411
12856.3025212399,30407.372032957,30293.1796907709,34250.1137210441,5.39445168082622
96360.0792129199,-19089.1073625002,-8134.75301763247,-48605.2682873997,5.65753388755799
-29344.5694496388,-46803.9228425462,-48690.2907662322,-37322.0765876269,5.55138899727302
14538.4489658183,-104266.820701521,-106100.018697612,-96164.361318229,5.88649072517248
38707.8040917087,-41061.9935037349,-41563.521463591,-36406.5562759077,5.55630250076729
66367.22999172,82070.5510254274,82844.8125623615,101964.462382595,5.30102999566398
-167597.74793241,-261578.943060836,-263741.086700127,-202250.583604452,6.07918124604763
2504.32329456101,-91727.6521392573,-89558.7317790383,-99472.3404455191,5.72835378202123
33225.0614214262,-64577.5984755467,-64394.2598949717,-70703.1861653961,5.77811505766877
10060.0730853949,-64501.9052595388,-64246.3347650232,-66587.9445297139,5.67760695272049
30164.8056419179,-89353.7761537493,-89849.0144239448,-92797.1974371017,5.73679475492436
-39794.4138166854,-177684.910520518,-178586.079958885,-181307.584246044,5.87215627274829
-3460.8889447269,-78284.0439543176,-74628.4638749333,-90284.4280209235,5.77158748088126
75160.0552164348,-22904.2861855325,-22330.3152435558,-28012.5741019468,5.6941662959332
-23738.1889121401,-71731.3245551088,-64874.5603848643,-85189.0621609349,5.90036712865647
165748.191799078,351741.690729524,369142.737375847,334819.886332578,5.79934054945358
527505.116500645,441787.722178912,446936.236980125,404188.989700397,5.51851393987789
-48947.3830933709,-38084.4061500913,-29006.3279456274,-12610.641058741,5.73996769675951
-7867.52145417826,-1422.80506411003,-2370.07595207641,4155.85817674082,5.58433122436753
-384769.039259307,-65888.2860336453,-76917.7757798817,-107768.321419876,6.10890312766731
-285637.772786984,-198822.337212823,-210751.214047567,-228813.639387118,5.99387691494121
20884.5207065366,9249.53415624157,13900.5210330995,8011.61382056668,5.60959440922522
-44151.1677700053,-66112.2959788619,-61917.1359318768,-84207.9460505779,5.70329137811866
-65281.364914227,-110052.756875352,-103206.115385717,-98592.5564647506,5.69810054562339
41929.4948709731,-37464.6772074508,-38499.8733565814,-34762.1185880809,5.72672720902657
147059.172140937,157840.260354159,151917.456752574,144391.75402629,5.5854607295085
81272.2261365216,82642.3093749183,78496.0094554523,83920.8441594323,5.38021124171161
4736.11621063552,-108583.444009587,-108696.04658864,-102950.697394599,5.72015930340596
-13372.1595467248,-12436.5167211292,-9017.70641068416,-592.344531071314,5.51851393987789
27554.2751925229,-38670.074307767,-30512.896823493,-32977.7582963007,5.67669360962487
68191.7877229031,98981.8687738932,117954.172210911,119537.465774569,5.87448181769947
202643.413000578,18354.857322067,36585.7924672633,46473.7694294832,5.5854607295085
518159.30121781,442143.476669464,446936.236980125,398854.837173392,5.51851393987789
63496.5287664429,-195103.34230588,-183921.547198722,-165040.032056022,5.97081161087252
523738.381982493,441941.947427132,446936.236980125,401103.613871862,5.51851393987789
206005.711529381,258162.657065494,273684.470697343,270460.679215808,5.65801139665711
38513.9867483344,22937.2456022824,7568.98798732751,9800.58247763821,5.67669360962487
-203592.609274836,-255360.675192714,-246508.228875672,-252248.718537061,5.92064500140679
-50078.493849016,-6792.7823093945,-2771.2481324026,-5761.94435500557,5.67205165393739
4136.03686022485,-27975.8564991953,-29289.7050804726,-23620.3327685074,5.54530711646582
-127003.565104613,-43682.1893983734,-48920.4826640675,-36536.7298896029,5.73719264270474
-44213.4543410474,-42415.8776734218,-37813.1880632461,-42375.1622641195,5.64345267648619
31169.8749492752,17029.1775684167,19951.4080945635,19458.9642696261,5.44404479591808
4579.62456165301,36131.9508981807,41433.1764474086,38525.8191438715,5.59549622182557
-8239.06201860902,-28246.6315793227,-26185.3390648536,-55619.7061867248,5.72835378202123
-27450.1338217399,-42664.4744404941,-43834.7716747748,-47616.1085532547,5.54530711646582
-9045.21927560808,12384.1852687077,13008.6200222012,-6257.18510659836,5.65321251377534
-2520.80803744437,18672.9314775895,31699.3138773337,-3933.3505854886,5.8561244442423
8211.72432944318,-10068.8688921201,-2595.14946140908,-20841.0406964823,5.73239375982297
7396.71125382429,2320.70794773393,-6361.06395201257,-25819.1610721117,5.76417613239033
17977.2924873955,-257.6837756639,5194.53761155094,-3470.21365150955,5.64836001098093
-39791.1008018711,-41786.7020166913,-35659.0146903547,-49625.2019932321,5.68833081811227
24154.3777937832,2221.57813950256,3531.45705008414,-4047.60751592356,5.45788189673399
16307.222498962,12096.551982407,14252.9194462387,12471.4179036861,5.33845649360461
-59282.9326293876,-73754.2264926687,-73331.9779539116,-74167.4067098864,5.73838412351216
25470.801310644,79171.3941858941,65812.9187057751,66226.8444248195,5.44247976906445
572.050896768196,-2336.11725650021,-9651.39715372107,783.424693205801,5.39619934709574
7659.62648752629,31602.3123944704,28613.7942820622,31002.0170012884,5.44090908206522
59969.7769656459,62494.333672801,59646.9098968932,63138.4750208024,5.40823996531185
28854.3002452084,10249.533209939,6765.41335192861,13536.5042444373,5.36172783601759
-1728.20817243264,-20997.0167436439,-28363.4066232548,-20112.9496634478,5.39967372148104
-17610.8900063594,-33218.6056020207,-36768.6983690191,-37014.5850175073,5.47712125471966
4089.75695598801,-7116.76988489929,-10514.0963499805,-4051.17512112675,5.39181692361325
-4055.31206030108,-2432.97543537398,-5879.89123072664,253.071566287166,5.41161970596323
-20280.0068006243,-33246.6484166334,-36768.6983690191,-36461.2114205552,5.47712125471966
11720.6196322433,17732.8773556278,60.3400830648025,11783.2316817536,5.47712125471966
29495.0340586164,56613.4491347229,42991.125063071,48904.3545880013,5.57978359661681
-3812.47150604549,-13481.3107747809,-26353.827117097,-25143.4533967718,5.53019969820308
130210.644541105,129356.202894468,115959.316421132,114135.781858739,5.49136169383427
-7508.62715201994,-9932.42519514437,-22758.3310984939,-15909.8039526056,5.47639682672533
11935.5407008586,-3892.32130222197,-11556.5568161891,-7379.26756946588,5.39785314108861
69691.8732614232,53392.5895949673,47128.6544618238,52905.8106369936,5.23044892137827
34667.5617828377,9379.58663137021,646.363819096965,2944.08003552584,5.39794000867204
13978.4610361431,18340.3272111453,11112.7491126849,15485.8953365654,5.40908736944784
-65237.5092337532,-66934.4076055175,-76627.8620963842,-78993.2324656278,5.5745521086639
8615.45641779341,235883.393112853,206106.302573084,203732.303913612,5.96378782734556
-137726.857308693,-159101.392061589,-179626.057817194,-150882.887978616,5.73239375982297
-34858.831713894,4258.22784313897,-10614.2316901613,4465.20169349061,5.63848925695464
-27369.6429188155,-1619.75177049858,-20603.0803892424,-13166.7317054169,5.78887511577542
13773.75894692,60145.0695323678,42704.5997495793,53500.9685892536,5.66181268553726
-215412.733948332,-177093.05086564,-196968.033898725,-165698.32012633,5.81023251799508
-39037.1312157463,-24640.1507920848,-57126.8352017583,-37572.4270659492,5.87794695162919
-58992.9570203997,-33319.0630588442,-45952.1700942829,-31006.0381454277,5.73255457985143
-14594.0767838028,134628.808270131,110741.685479106,118071.820766248,5.76566855475901
-404984.890568232,-227469.158808743,-244167.128129211,-230017.497968885,5.9216864754836
7354.57391112752,-89987.985048125,-110862.777009283,-98525.9174793753,5.67892789767668
-111030.877405626,-35950.8421934359,-55565.3401208631,-35087.6693785939,5.82930377283103
26045.7262212179,49596.0419224966,28849.4584938446,31328.1028796412,5.77742682238931
80843.4994213014,116520.655614571,104029.326189749,103121.288309402,5.59659709562646
-276020.981445508,-280239.210613813,-300246.934280977,-329583.193882382,6.03941411917614
-39082.3261694643,47926.0506775016,25263.6974070024,33322.7837269725,5.76715586608218
-280343.315948703,-300811.518622107,-326306.257866087,-292250.795737998,5.92941892571429
27060.550211899,-1565.6084852987,-20603.0803892424,-16394.2210849873,5.78887511577542
-81442.0452852371,-37213.9780300668,-57369.657815142,-27618.8840371686,5.68574173860226
-34520.0055092259,8641.7987063062,-9105.71044670645,-7969.51591983467,5.69460519893357
-63659.8541223114,-134813.31801605,-145033.481802526,-127862.971396659,5.73479982958885
232503.993597834,268674.985379609,283021.813572311,273558.16791809,5.43171748964601
7148.52747819631,-17038.3515275831,-9651.93448943994,-10286.4295060225,5.54777470538782
-13213.6572752196,-39941.2906492073,-34109.1097650536,-29526.1892191108,5.49136169383427
7167.81518946809,-16983.7729820685,-9651.93448943994,-10992.3246238228,5.54777470538782
11516.9259879566,1148.66066630179,9813.9963342562,11054.0778067897,5.52179164963912
33120.1980588232,35727.1633955766,47825.2175775695,42024.5320522516,5.59659709562646
563.359589965548,-17066.0788351229,-9651.93448943994,-9186.06207214599,5.54777470538782
15198.9406711988,47786.0506932586,60857.598045179,38810.3874236326,5.64345267648619
23111.787385452,-34473.8734152987,-30927.6872077927,-26863.5574653524,5.58602438238698
16020.8546344073,-12226.3771017214,-6342.33317514637,-3042.1603276009,5.47421626407626
-28450.0268628348,-48699.6594719341,-46146.7584724264,-49858.3741365114,5.73231332747124
135049.320830539,167330.785367674,179158.725603091,183248.416425077,5.51188336097887
-15642.7373708386,-58027.8831630517,-56517.5095247014,-49108.3239812215,5.60852603357719
-16467.3657407555,-45295.9136278354,-37740.3805764026,-38597.0075460139,5.5814945422909
3823.8145410252,-20495.4714753265,-11586.3096995413,-21388.8145649116,5.67209785793572
26006.8898655299,31990.4794350528,41555.9776895953,38931.8560389816,5.53147891704226
66483.1123212836,23921.7002306252,29441.2624940726,24368.0983118379,5.45939248775923
57990.2643167261,65796.4250567495,75578.5219139038,75287.4400833494,5.54450088222605
46933.6165696785,25181.5144000492,33726.5562804655,21525.2300822038,5.55388302664387
-120938.604634322,-129618.725385356,-121077.348183743,-121016.027266476,5.76492298464989
-1066154.79167846,-947049.275438039,-943632.193859848,-859980.018517758,6.30102999566398
-166198.718612998,-182793.722474817,-185830.065386191,-181382.362416239,5.72835378202123
-13914.6643869983,-60464.0123788017,-57087.8011043452,-50034.7222175412,5.66745295288995
16087.7518694058,-1022.01615369623,9309.84614264825,5190.01045077667,5.6232492903979
7009.09455464972,20269.3625071383,23556.5462613842,24965.2929178309,5.42642992519393
51015.6672866626,191383.794330081,199631.103235193,183025.801089962,5.73239375982297
1520.14220779872,20198.5769458023,23556.5462613842,26187.6416506261,5.42642992519393
-164357.227486674,-252185.635917273,-252999.789148748,-211847.107133543,5.72015930340596
-72378.6642375135,-45306.6962407925,-52172.2030156684,-36462.4872098038,5.75050839485135
2599.96978611907,45942.66262141,50460.2847252895,48172.1733563368,5.45178643552429
66947.7436736953,27840.6450772372,28554.4281716624,31120.8600383601,5.33102217104183
6674.86377847684,46172.0261500051,50460.2847252895,45105.8632445621,5.45178643552429
25039.7657994454,53584.9172282179,56587.3276698926,51962.3164718465,5.4401216031878
17535.833968043,53374.8575394481,56587.3276698926,54676.794020073,5.4401216031878
-59253.0434267249,-83824.674607872,-80684.8441120951,-69068.5325270998,5.63346845557959
-384491.319149389,-51762.9234420996,-67918.0839988203,-597.252415779047,5.96614173273903
3821.62226500711,23454.7729541684,21172.0160626979,25445.3499369877,5.46686762035411
21179.0197096835,66949.7891118402,72007.0347187569,68498.8474730235,5.44862903643092
-76307.8101052783,15557.2839549601,22797.608242753,35790.4025862212,5.72427586960079
46211.3119210517,43598.2268895704,40063.3451610274,52271.9388984909,5.39794000867204
12273.4116789073,46097.1995254521,49886.5461544691,44808.6051340522,5.51047798428135
6477.44249493832,5647.17190053227,8772.14577754785,8311.99985951436,5.44715803134222
77128.3762977761,53999.9816207451,51640.7501367975,61312.6033128714,5.27989498001164
47132.7847703322,40238.2755107947,42869.7782198978,45220.6156301007,5.33142729652074
-417500.215576226,-242701.565741173,-252417.018558784,-213693.57262634,6.30102999566398
100684.359418885,107052.29980121,84299.4571283023,152488.262669862,5.83954089296897
-103103.68918534,279708.858475066,260007.395766779,334721.117942536,6.04218159451577
-163944.384956746,-44317.8980484031,-41345.7296551352,6862.26912536146,5.84509804001426
19921.538644476,-56511.6833983875,-60823.1132088939,-38127.7131239296,5.68930885912362
-162359.847208615,-110843.961853873,-113359.316510861,-77287.8784121224,5.85003325768977
48811.9934933432,-56553.2139985781,-60823.1132088939,-38648.1927676447,5.68930885912362
8258.32615522295,-32516.8576385542,-27283.6192812752,-76643.0886788671,6.34733001531695
-438570.185029123,-303616.64960948,-318591.240877056,-300478.555646161,6.20411998265593
-27274.4355878094,-37703.5980982603,-39880.6210924292,-37881.5425981033,5.56229286445647
-13435.4296736663,9892.93853809807,17121.5439085359,5342.01578036242,5.5971464878337
39409.4107374373,58784.9129990484,57297.6640814552,64682.1304041129,5.38021124171161
-5373.41031795123,-24004.0631123123,-21517.3394526366,-19625.5874027045,5.45178643552429
-3224.87867250666,22353.3333650996,27385.9945342235,25871.0210429759,5.45469244923948
-377175.086024014,-236521.743299226,-244017.472590801,-238801.802780925,5.99782308074573
52733.1075975621,27684.3935088094,29537.0715147496,35196.2703142414,5.27875360095283
28294.5227981444,24460.6013267649,19299.3013214401,18643.3514166726,5.45877378080568
1202.18655794545,-17929.1165821807,-14503.4143337067,-14406.3437835879,5.4345689040342
-10280.3495976102,-5899.89595378982,-2066.4472517143,-8218.38190878782,5.53396260806905
-2812.82459888916,-10064.1152315866,-5828.64599056781,-14789.0267883182,5.56241183294973
-11782.3358528904,1058.52336835308,6402.29173677764,5307.11515990866,5.4983105537896
20920.4804243784,4420.69339864503,2139.89751243405,7704.73701734183,5.41161970596323
-60342.804013195,-65864.6302930945,-61490.4777336646,-66594.9227050027,5.59982850903801
24136.8174315403,-5737.66298861511,-5747.32744407625,-4145.50164768033,5.36361197989214
19725.5572941345,38092.2405375437,42916.1388286807,42390.0119612816,5.42813479402879
27513.0944643956,8878.63561606611,6369.38802350941,14753.8109773304,5.41246054742996
-30680.3115679264,-45620.9405719516,-41481.4749037187,-42089.2826946432,5.60200570112452
-2745.96787015267,-3030.42800254957,-5506.43561713016,-2311.26056432549,5.42732378635725
52837.041666506,116360.804570757,123313.098195247,110282.001315562,5.55630250076729
-4337.52888907501,-44990.1230439499,-43505.9009300368,-40326.4699866682,5.41497334797082
-163376.735612359,-173612.783852445,-172453.195984936,-151471.335676551,5.79588001734407
123224.98115323,61634.6863448992,55693.5701819758,59035.9823395491,5.39357520326959
-68742.6022553875,-102503.395865754,-99262.4371878069,-37568.1324737212,5.57978359661681
29293.2839890808,24521.3587088267,19299.3013214401,18019.4958383829,5.45877378080568
35592.610301305,25740.7328945835,28392.7117074299,30781.9648323688,5.37189869477874
-14523.9676956615,-26254.1375422355,-27937.3514104061,-19710.4638291433,5.46982201597816
-5691.34588318237,-35466.5314178994,-33635.5215110516,-32753.6664633499,5.44715803134222
-171110.723851434,-188109.691908789,-183851.921875244,-172075.024398978,5.79934054945358
-9870.76468582777,600.753855405492,4558.44053050439,-3095.01128125575,5.54394394248291
8208.86027035449,12461.0153206587,10212.5166178272,15706.5693450674,5.54838941813292
-20280.7194514197,-35966.6311442444,-34140.5240732227,-33061.1106954284,5.50508211450511
-274.567992658354,-17659.6276036905,-15559.1188374672,-10499.3212181407,5.43933269383026
7523.11615864566,-21082.2477339956,-18976.7542548252,-17657.068558633,5.40654018043396
-751.131178691459,6395.86863018782,9548.55393974204,12331.964038558,5.46982201597816
-80286.2927743391,-123101.897442115,-130261.822448832,-131744.454345476,5.66181268553726
-5014.58770003496,-6788.95140181849,-3365.48257390811,-4255.92409309902,5.45598623906732
3816.60524617223,36083.51620956,34541.2338940693,38286.7687760912,5.57403126772772
-7322.24713821217,-300.993511593784,454.058158373169,11395.6573408677,5.42324587393681
