"zip","name","empflag","emp","qp1","ap","est"
"06440","HAWLEYVILLE, CT",,37,176,832,4
"06441","HIGGANUM, CT",,427,2745,12400,89
"06442","IVORYTON, CT",,251,1520,7369,47
"06443","MADISON, CT",,4146,33741,156864,535
"06444","MARION, CT",,60,422,1994,23
"06447","MARLBOROUGH, CT",,1137,8218,35732,134
"06450","MERIDEN, CT",,16942,167893,682929,847
"06451","MERIDEN, CT",,6152,42450,178518,390
"06454","MERIDEN, CT","C",0,0,0,1
"06455","MIDDLEFIELD, CT",,1483,15280,69300,101
"06456","MIDDLE HADDAM, CT",,21,28,148,6
"06457","MIDDLETOWN, CT",,28013,367160,1427311,1130
"06459","MIDDLETOWN, CT","H",0,0,0,2
"06460","MILFORD, CT",,27933,262845,1113761,1791
"06461","MILFORD, CT",,328,2657,12615,34
"06467","MILLDALE, CT",,534,4123,19861,58
"06468","MONROE, CT",,4825,36200,158195,572
"06469","MOODUS, CT",,460,2750,11814,63
"06470","NEWTOWN, CT",,6157,65024,271014,469
"06471","NORTH BRANFORD, CT",,2053,16161,74012,215
"06472","NORTHFORD, CT",,2085,19446,91009,128
"06473","NORTH HAVEN, CT",,20630,233155,950253,1009
"06475","OLD SAYBROOK, CT",,5742,43707,194973,566
"06477","ORANGE, CT",,9799,69505,291798,556
"06478","OXFORD, CT",,2155,17991,85603,266
"06479","PLANTSVILLE, CT",,2479,16786,79829,215
"06480","PORTLAND, CT",,2178,15668,71380,233
"06481","ROCKFALL, CT",,156,1005,5451,16
"06482","SANDY HOOK, CT",,924,9991,51739,156
"06483","SEYMOUR, CT",,4062,33628,147101,309
"06484","SHELTON, CT",,26346,406970,1721687,1110
"06487","SOUTH BRITAIN, CT",,13,47,267,5
"06488","SOUTHBURY, CT",,7905,115362,427460,521
"06489","SOUTHINGTON, CT",,13214,115892,493585,754
"06490","SOUTHPORT, CT",,1258,17098,78341,160
"06491","STEVENSON, CT",,250,2586,11808,12
"06492","WALLINGFORD, CT",,26887,284995,1174670,1367
"06493","WALLINGFORD, CT","A",0,0,0,1
"06497","STRATFORD, CT",,12491,179047,699087,181
"06498","WESTBROOK, CT",,2906,22797,106903,234
"06501","NEW HAVEN, CT",,188,1497,6350,4
"06502","NEW HAVEN, CT","A",0,0,0,1
"06503","NEW HAVEN, CT","B",0,0,0,2
"06504","NEW HAVEN, CT","F",0,0,0,5
"06505","NEW HAVEN, CT","A",0,0,0,1
"06506","NEW HAVEN, CT","E",0,0,0,9
"06507","NEW HAVEN, CT","A",0,0,0,2
"06508","NEW HAVEN, CT",,341,4365,18625,5
"06509","NEW HAVEN, CT","B",0,0,0,2
"06510","NEW HAVEN, CT",,15313,190600,834231,624
"06511","NEW HAVEN, CT",,38469,421569,1768300,1231
"06512","EAST HAVEN, CT",,7075,57217,239982,524
"06513","NEW HAVEN, CT",,5911,45186,202642,425
"06514","HAMDEN, CT",,7912,48230,202537,571
"06515","NEW HAVEN, CT",,2544,15731,69481,261
"06516","WEST HAVEN, CT",,12877,123152,528432,904
"06517","HAMDEN, CT",,4944,40732,172960,292
"06518","HAMDEN, CT",,7589,67860,299137,564
"06519","NEW HAVEN, CT",,3118,28303,118979,239
"06520","NEW HAVEN, CT",,212,2017,8514,14
"06521","NEW HAVEN, CT","A",0,0,0,1
"06524","BETHANY, CT",,578,4355,20500,116
"06525","WOODBRIDGE, CT",,3622,26080,118886,309
"06530","NEW HAVEN, CT",,141,1367,7074,9
"06531","NEW HAVEN, CT","A",0,0,0,1
"06532","NEW HAVEN, CT","A",0,0,0,1
"06534","NEW HAVEN, CT",,19,120,724,7
"06535","NEW HAVEN, CT","B",0,0,0,2
"06536","NEW HAVEN, CT",,281,3487,13840,4
"06601","BRIDGEPORT, CT",,1661,14896,57387,29
"06602","BRIDGEPORT, CT",,367,2508,8990,8
"06604","BRIDGEPORT, CT",,9989,102648,389744,644
"06605","BRIDGEPORT, CT",,4590,39532,185770,333
"06606","BRIDGEPORT, CT",,8770,72236,320126,655
"06607","BRIDGEPORT, CT",,1681,15408,69916,157
"06608","BRIDGEPORT, CT",,2865,15870,70399,154
"06610","BRIDGEPORT, CT",,6950,65042,273471,326
"06611","TRUMBULL, CT",,17317,223249,857626,933
"06612","EASTON, CT",,584,4223,23848,156
"06614","STRATFORD, CT",,4564,31228,145015,449
"06615","STRATFORD, CT",,9842,95836,418056,587
"06701","WATERBURY, CT",,251,1495,5128,8
"06702","WATERBURY, CT",,7281,59032,230273,388
"06703","WATERBURY, CT","A",0,0,0,2
"06704","WATERBURY, CT",,4046,29487,120970,380
"06705","WATERBURY, CT",,8846,53557,227210,517
"06706","WATERBURY, CT",,5140,41482,189172,278
"06708","WATERBURY, CT",,10890,100664,438701,591
"06710","WATERBURY, CT",,1233,10234,43115,91
"06712","PROSPECT, CT",,1689,12395,59100,216
"06716","WOLCOTT, CT",,2467,18041,80428,304
"06720","WATERBURY, CT",,333,9999,36422,9
"06721","WATERBURY, CT",,558,3895,16629,19
"06722","WATERBURY, CT",,311,3174,13113,16
"06723","WATERBURY, CT",,108,961,3983,7
"06724","WATERBURY, CT","A",0,0,0,1
"06725","WATERBURY, CT","B",0,0,0,3
"06726","WATERBURY, CT","A",0,0,0,1
"06749","WATERBURY, CT","A",0,0,0,2
"06750","BANTAM, CT",,538,4858,18507,59
"06751","BETHLEHEM, CT",,538,3120,14858,87
"06752","BRIDGEWATER, CT",,240,2283,8964,48
"06753","CORNWALL, CT",,320,680,1440,8
"06754","CORNWALL BRIDGE, CT",,211,2272,10864,54
"06755","GAYLORDSVILLE, CT",,124,1052,5739,25
"06756","GOSHEN, CT",,345,2421,12117,84
"06757","KENT, CT",,1007,7040,33278,122
"06758","LAKESIDE, CT",,39,151,723,7
"06759","LITCHFIELD, CT",,2883,17101,77839,290
"06762","MIDDLEBURY, CT",,3611,42276,158770,221
"06763","MORRIS, CT",,150,932,4195,47
"06770","NAUGATUCK, CT",,6538,52752,221657,517
"06776","NEW MILFORD, CT",,7478,68573,300590,743
"06777","NEW PRESTON MARBLE DALE, CT",,338,1903,8912,62
"06778","NORTHFIELD, CT",,67,526,2091,20
"06779","OAKVILLE, CT",,885,5485,24959,117
"06781","PEQUABUCK, CT",,49,313,1580,14
"06782","PLYMOUTH, CT",,214,1489,7264,33
"06783","ROXBURY, CT",,186,1561,8516,77
"06784","SHERMAN, CT",,327,2503,11467,67
"06785","SOUTH KENT, CT",,80,673,3444,12
"06786","TERRYVILLE, CT",,1428,10615,50843,162
"06787","THOMASTON, CT",,2737,23771,101741,219
"06790","TORRINGTON, CT",,14124,117259,522532,950
"06791","HARWINTON, CT",,413,3006,17718,99
"06793","WASHINGTON, CT",,417,3176,14307,44
"06794","WASHINGTON DEPOT, CT",,525,4180,19733,80
"06795","WATERTOWN, CT",,7940,69182,298657,397
"06796","WEST CORNWALL, CT",,182,776,9371,36
"06798","WOODBURY, CT",,1872,14616,63716,307
"06801","BETHEL, CT",,6878,70604,305708,566
"06804","BROOKFIELD, CT",,6979,56905,256479,654
"06807","COS COB, CT",,1550,16348,73745,249
"06810","DANBURY, CT",,37651,449515,1777427,1742
"06811","DANBURY, CT","I",0,0,0,645
"06812","NEW FAIRFIELD, CT",,1478,10157,46574,212
"06813","DANBURY, CT",,1524,18293,74510,46
"06816","DANBURY, CT","E",0,0,0,6
"06817","DANBURY, CT",,119,2856,10301,10
"06820","DARIEN, CT",,7092,97680,429132,700
"06824","FAIRFIELD, CT",,3895,49479,192010,295
"06825","FAIRFIELD, CT",,2206,20369,89005,182
"06828","FAIRFIELD, CT","C",0,0,0,1
"06829","GEORGETOWN, CT",,349,2270,10464,56
"06830","GREENWICH, CT","J",0,0,0,1665
"06831","GREENWICH, CT",,5816,155737,610817,469
"06832","GREENWICH, CT","A",0,0,0,1
"06836","GREENWICH, CT",,648,65794,105051,26
"06838","GREENS FARMS, CT","C",0,0,0,3
"06840","NEW CANAAN, CT",,5598,90103,353180,693
"06850","NORWALK, CT",,11497,122265,508651,537
"06851","NORWALK, CT",,14070,173748,749522,1194
"06852","NORWALK, CT",,539,9485,40730,23
"06853","NORWALK, CT",,512,12081,60481,111
"06854","NORWALK, CT",,12587,182415,688737,793
"06855","NORWALK, CT",,3209,43418,210292,266
"06856","NORWALK, CT",,4388,85586,359834,54
"06857","NORWALK, CT","B",0,0,0,3
"06859","NORWALK, CT","A",0,0,0,1
"06870","OLD GREENWICH, CT",,2408,61287,230395,239
"06875","REDDING CENTER, CT",,9,56,309,5
"06876","REDDING RIDGE, CT",,50,305,1465,10
"06877","RIDGEFIELD, CT","J",0,0,0,839
"06878","RIVERSIDE, CT",,2725,32906,155955,166
"06880","WESTPORT, CT",,14504,238824,1193216,1599
"06881","WESTPORT, CT",,756,13753,42931,24
"06883","WESTON, CT",,767,6530,32918,185
"06888","WESTPORT, CT","A",0,0,0,2
"06890","SOUTHPORT, CT",,698,8435,35829,69
"06896","REDDING, CT",,615,6652,35858,200
"06897","WILTON, CT",,11353,188050,1108371,765
"06901","STAMFORD, CT",,22519,1318164,2946325,1062
"06902","STAMFORD, CT",,37953,1005721,3307377,1736
"06903","STAMFORD, CT",,1567,13282,66513,307
"06904","STAMFORD, CT",,4039,134016,517599,85
"06905","STAMFORD, CT",,10823,191328,723927,1025
"06906","STAMFORD, CT",,2787,23417,104133,289
"06907","STAMFORD, CT",,2542,29091,123227,277
"06910","STAMFORD, CT","A",0,0,0,1
"06911","STAMFORD, CT",,37,644,2756,5
"06912","STAMFORD, CT",,296,4656,23100,7
"06913","STAMFORD, CT","A",0,0,0,1
"06921","STAMFORD, CT","C",0,0,0,4
"06922","STAMFORD, CT",,22,138,387,3
"06926","STAMFORD, CT","J",0,0,0,20
"06927","STAMFORD, CT","E",0,0,0,14
"07001","AVENEL, NJ",,6213,63206,280696,384
"07002","BAYONNE, NJ",,13108,112242,479491,1212
"07003","BLOOMFIELD, NJ",,12850,106824,453254,1133
"07004","FAIRFIELD, NJ",,25187,287648,1251133,1352
"07005","BOONTON, NJ",,4047,35169,169205,491
"07006","CALDWELL, NJ",,12129,126615,548216,986
"07007","CALDWELL, NJ",,808,37221,72327,24
"07008","CARTERET, NJ",,7882,84734,348876,339
"07009","CEDAR GROVE, NJ",,5089,48713,214931,401
"07010","CLIFFSIDE PARK, NJ",,2275,14377,66455,501
"07011","CLIFTON, NJ",,10661,90008,376737,886
"07012","CLIFTON, NJ",,7716,76216,330544,397
"07013","CLIFTON, NJ",,8923,76151,342563,911
"07014","CLIFTON, NJ",,6287,73456,295989,221
"07015","CLIFTON, NJ",,1148,13800,34056,50
"07016","CRANFORD, NJ",,15338,187318,729637,817
"07017","EAST ORANGE, NJ",,3930,30386,128257,319
"07018","EAST ORANGE, NJ",,9041,64772,389899,462
"07019","EAST ORANGE, NJ",,261,1979,8983,34
"07020","EDGEWATER, NJ",,4364,37875,175806,432
"07021","ESSEX FELLS, NJ",,187,1173,7027,43
"07022","FAIRVIEW, NJ",,2421,17775,80471,350
"07023","FANWOOD, NJ",,1945,11072,49350,180
"07024","FORT LEE, NJ",,13880,131470,556459,1662
"07026","GARFIELD, NJ",,5021,35457,150676,614
"07027","GARWOOD, NJ",,2114,13325,58181,183
"07028","GLEN RIDGE, NJ",,751,6298,30347,141
"07029","HARRISON, NJ",,4200,32211,141435,347
"07030","HOBOKEN, NJ",,18356,210503,793095,1277
"07031","NORTH ARLINGTON, NJ",,2930,18620,86209,303
"07032","KEARNY, NJ",,12543,116874,503895,1025
"07033","KENILWORTH, NJ",,19291,316551,1181181,470
"07034","LAKE HIAWATHA, NJ",,789,3978,19525,148
"07035","LINCOLN PARK, NJ",,4468,40769,177358,315
"07036","LINDEN, NJ",,18621,177038,765694,1233
"07039","LIVINGSTON, NJ",,25073,339131,1219391,1476
"07040","MAPLEWOOD, NJ",,3961,31415,141003,597
"07041","MILLBURN, NJ",,4684,57014,241923,486
"07042","MONTCLAIR, NJ",,9444,77607,338909,914
"07043","MONTCLAIR, NJ",,2548,19131,81888,413
"07044","VERONA, NJ",,3736,26881,119512,454
"07045","MONTVILLE, NJ",,3472,44715,179713,411
"07046","MOUNTAIN LAKES, NJ",,2901,35600,156134,182
"07047","NORTH BERGEN, NJ",,18560,173535,711826,1220
"07050","ORANGE, NJ",,5206,35370,157352,544
"07051","ORANGE, NJ",,83,772,3509,16
"07052","WEST ORANGE, NJ",,14786,139402,641304,1316
"07054","PARSIPPANY, NJ",,59707,1152520,4182098,1791
"07055","PASSAIC, NJ",,19138,100108,424645,1162
"07057","WALLINGTON, NJ",,1792,14152,78496,258
"07058","PINE BROOK, NJ",,6954,71855,298919,318
"07059","WARREN, NJ",,9012,215234,716077,649
"07060","PLAINFIELD, NJ",,12070,221066,580410,916
"07061","PLAINFIELD, NJ",,1698,15753,69827,39
"07062","PLAINFIELD, NJ",,1464,14028,62665,158
"07063","PLAINFIELD, NJ",,1222,10070,42938,87
"07064","PORT READING, NJ",,1023,12891,53217,53
"07065","RAHWAY, NJ",,17449,326379,1188553,614
"07066","CLARK, NJ",,9128,108660,454309,619
"07067","COLONIA, NJ",,1482,9371,41581,302
"07068","ROSELAND, NJ",,11314,280070,924291,430
"07069","WATCHUNG, NJ",,2445,15841,72098,217
"07070","RUTHERFORD, NJ",,8137,86307,335026,594
"07071","LYNDHURST, NJ",,15813,244229,905523,683
"07072","CARLSTADT, NJ",,14590,187457,808339,526
"07073","EAST RUTHERFORD, NJ",,10483,171779,621909,442
"07074","MOONACHIE, NJ",,6710,72538,304813,251
"07075","WOOD RIDGE, NJ",,2841,24587,105325,164
"07076","SCOTCH PLAINS, NJ",,4416,28620,138391,581
"07077","SEWAREN, NJ",,592,7027,31097,46
"07078","SHORT HILLS, NJ",,10577,152138,664186,597
"07079","SOUTH ORANGE, NJ",,4739,38765,160518,456
"07080","SOUTH PLAINFIELD, NJ",,20093,207480,901717,1061
"07081","SPRINGFIELD, NJ",,12367,115655,504798,836
"07082","TOWACO, NJ",,963,9080,40641,135
"07083","UNION, NJ",,30306,277011,1163197,1811
"07086","WEEHAWKEN, NJ",,1428,23780,79371,133
"07087","UNION CITY, NJ",,14401,236435,787962,1408
"07088","VAUXHALL, NJ",,889,5706,25781,67
"07090","WESTFIELD, NJ",,8190,73300,333998,989
"07091","WESTFIELD, NJ",,387,4098,19830,22
"07092","MOUNTAINSIDE, NJ",,5958,64572,277013,432
"07093","WEST NEW YORK, NJ",,6825,38961,177337,1147
"07094","SECAUCUS, NJ",,37966,406020,1606711,977
"07095","WOODBRIDGE, NJ",,18216,186310,815329,1034
"07096","SECAUCUS, NJ",,2677,38971,133401,41
"07097","JERSEY CITY, NJ","E",0,0,0,10
"07101","NEWARK, NJ",,3159,57420,274264,72
"07102","NEWARK, NJ",,28396,654456,1898246,1250
"07103","NEWARK, NJ",,7199,82832,351041,373
"07104","NEWARK, NJ",,7647,55981,249568,640
"07105","NEWARK, NJ",,25711,284709,1124864,1560
"07106","NEWARK, NJ",,1111,6383,25026,162
"07107","NEWARK, NJ",,4094,29335,124957,400
"07108","NEWARK, NJ",,1731,10624,45986,205
"07109","BELLEVILLE, NJ",,8544,70089,309166,700
"07110","NUTLEY, NJ",,11195,229089,768771,720
"07111","IRVINGTON, NJ",,8087,60702,250942,778
"07112","NEWARK, NJ",,4536,59598,240224,215
"07114","NEWARK, NJ",,33826,338938,1428445,699
"07175","NEWARK, NJ","E",0,0,0,10
"07182","NEWARK, NJ","A",0,0,0,1
"07191","NEWARK, NJ","A",0,0,0,1
"07201","ELIZABETH, NJ",,19791,191681,802965,931
"07202","ELIZABETH, NJ",,4781,37739,170159,526
"07203","ROSELLE, NJ",,3943,25968,115412,360
"07204","ROSELLE PARK, NJ",,1715,12091,55163,272
"07205","HILLSIDE, NJ",,6497,53328,236328,514
"07206","ELIZABETH, NJ",,5538,48133,200367,354
"07207","ELIZABETH, NJ",,4499,63218,244883,96
"07208","ELIZABETH, NJ",,4787,36975,153755,521
"07302","JERSEY CITY, NJ",,20583,613631,1783844,1000
"07303","JERSEY CITY, NJ",,608,5462,22967,33
"07304","JERSEY CITY, NJ",,7606,47183,206126,531
"07305","JERSEY CITY, NJ",,11610,118490,509118,623
"07306","JERSEY CITY, NJ",,17584,168658,635164,1291
"07307","JERSEY CITY, NJ",,3292,20644,90561,539
"07308","JERSEY CITY, NJ","A",0,0,0,3
"07309","JERSEY CITY, NJ","A",0,0,0,2
"07310","JERSEY CITY, NJ",,13204,349805,941036,461
"07311","JERSEY CITY, NJ",,7237,283935,909957,86
"07390","JERSEY CITY, NJ","B",0,0,0,1
"07399","JERSEY CITY, NJ","G",0,0,0,7
"07401","ALLENDALE, NJ",,5751,46803,189667,240
"07403","BLOOMINGDALE, NJ",,1119,6967,30005,178
"07405","BUTLER, NJ",,3890,30886,145325,583
"07407","ELMWOOD PARK, NJ",,8887,100867,411262,523
"07410","FAIR LAWN, NJ",,12657,133659,549923,1156
"07416","FRANKLIN, NJ",,1980,12194,50174,193
"07417","FRANKLIN LAKES, NJ",,7856,175011,654431,411
"07418","GLENWOOD, NJ",,151,576,3574,39
"07419","HAMBURG, NJ",,1743,11175,52021,190
"07420","HASKELL, NJ",,973,7851,36163,89
"07421","HEWITT, NJ",,652,4050,18638,163
"07422","HIGHLAND LAKES, NJ",,159,889,4329,55
"07423","HO HO KUS, NJ",,812,6662,30543,163
"07424","LITTLE FALLS, NJ",,10099,124026,504118,843
"07428","MC AFEE, NJ",,237,1625,8089,38
"07430","MAHWAH, NJ",,19196,300348,1223422,796
"07432","MIDLAND PARK, NJ",,3258,26703,128354,382
"07435","NEWFOUNDLAND, NJ",,686,4702,23758,117
"07436","OAKLAND, NJ",,8438,90593,381928,462
"07438","OAK RIDGE, NJ",,1619,12529,58249,251
"07439","OGDENSBURG, NJ",,128,813,3905,36
"07440","PEQUANNOCK, NJ",,786,6329,24655,116
"07442","POMPTON LAKES, NJ",,1649,11180,51272,288
"07444","POMPTON PLAINS, NJ",,5404,44693,191768,386
"07446","RAMSEY, NJ",,10810,117478,485782,845
"07450","RIDGEWOOD, NJ",,9705,108046,450411,912
"07451","RIDGEWOOD, NJ",,290,1828,7462,30
"07452","GLEN ROCK, NJ",,3203,39826,170974,368
"07456","RINGWOOD, NJ",,1981,14205,65618,318
"07457","RIVERDALE, NJ",,2748,23460,103209,180
"07458","SADDLE RIVER, NJ",,11040,234355,713464,403
"07460","STOCKHOLM, NJ",,339,1859,6485,73
"07461","SUSSEX, NJ",,2093,14414,65250,362
"07462","VERNON, NJ",,3418,15016,62375,206
"07463","WALDWICK, NJ",,2455,24088,109826,297
"07465","WANAQUE, NJ",,280,1926,10764,75
"07470","WAYNE, NJ",,36617,388101,1682693,2191
"07474","WAYNE, NJ",,2295,34174,142461,44
"07477","WAYNE, NJ",,3,20,59,3
"07480","WEST MILFORD, NJ",,1998,13046,58747,366
"07481","WYCKOFF, NJ",,4641,35212,164771,550
"07495","MAHWAH, NJ",,1598,27597,103285,40
"07501","PATERSON, NJ",,4370,29898,133188,410
"07502","PATERSON, NJ",,731,4724,22745,145
"07503","PATERSON, NJ",,7999,93626,388076,440
"07504","PATERSON, NJ",,1812,16278,59125,120
"07505","PATERSON, NJ",,3271,18700,82862,361
"07506","HAWTHORNE, NJ",,5687,44666,207398,614
"07507","HAWTHORNE, NJ",,303,4268,18178,17
"07508","HALEDON, NJ",,3193,21940,102603,464
"07509","PATERSON, NJ",,369,4764,21434,27
"07510","PATERSON, NJ",,126,1154,4302,12
"07511","TOTOWA, NJ",,630,5297,22969,31
"07512","TOTOWA, NJ",,14231,154445,644649,663
"07513","PATERSON, NJ",,1691,12908,55274,156
"07514","PATERSON, NJ",,2724,24172,100253,245
"07522","PATERSON, NJ",,1060,7994,36520,139
"07524","PATERSON, NJ",,2927,23133,100200,230
"07533","PATERSON, NJ","B",0,0,0,2
"07538","HALEDON, NJ","B",0,0,0,3
"07543","PATERSON, NJ","B",0,0,0,4
"07544","PATERSON, NJ",,50,482,2076,7
"07601","HACKENSACK, NJ",,43077,454824,1928018,2489
"07602","HACKENSACK, NJ",,842,6963,29136,34
"07603","BOGOTA, NJ",,960,7184,30249,168
"07604","HASBROUCK HEIGHTS, NJ",,4129,35134,152105,445
"07605","LEONIA, NJ",,2112,25070,106217,240
"07606","SOUTH HACKENSACK, NJ",,5175,59077,219694,285
"07607","MAYWOOD, NJ",,2989,31347,137340,250
"07608","TETERBORO, NJ",,8185,113100,457219,151
"07620","ALPINE, NJ",,129,849,5414,42
"07621","BERGENFIELD, NJ",,3424,22179,102608,570
"07624","CLOSTER, NJ",,3019,26610,116141,470
"07626","CRESSKILL, NJ",,1523,21857,68220,260
"07627","DEMAREST, NJ",,507,3552,19322,101
"07628","DUMONT, NJ",,1770,11045,49953,320
"07630","EMERSON, NJ",,2053,16134,79645,235
"07631","ENGLEWOOD, NJ",,14705,165172,733890,1224
"07632","ENGLEWOOD CLIFFS, NJ",,11829,248473,876570,701
"07640","HARRINGTON PARK, NJ",,581,10800,38129,111
"07641","HAWORTH, NJ",,599,6140,27692,98
"07642","HILLSDALE, NJ",,2464,16492,73742,280
"07643","LITTLE FERRY, NJ",,3408,32751,147840,335
"07644","LODI, NJ",,5300,40207,172292,578
"07645","MONTVALE, NJ",,16425,274306,1136002,434
"07646","NEW MILFORD, NJ",,1676,11198,49640,251
"07647","NORTHVALE, NJ",,6866,76804,330431,280
"07648","NORWOOD, NJ",,2044,20806,92340,242
"07649","ORADELL, NJ",,2637,31370,136656,320
"07650","PALISADES PARK, NJ",,2778,22341,95819,675
"07652","PARAMUS, NJ",,39082,433997,1766929,1994
"07653","PARAMUS, NJ",,1916,35288,130274,59
"07656","PARK RIDGE, NJ",,4070,68079,276752,311
"07657","RIDGEFIELD, NJ",,5000,42983,197391,508
"07660","RIDGEFIELD PARK, NJ",,5308,92721,347294,329
"07661","RIVER EDGE, NJ",,2952,31404,131519,296
"07662","ROCHELLE PARK, NJ",,7399,73785,300087,470
"07663","SADDLE BROOK, NJ",,18066,158683,682485,495
"07666","TEANECK, NJ",,14270,217952,890115,1101
"07670","TENAFLY, NJ",,3277,25229,112510,479
"07675","WESTWOOD, NJ",,12205,149342,604374,1186
"07676","TOWNSHIP OF WASHINGTON, NJ",,441,2548,11741,105
"07677","WOODCLIFF LAKE, NJ",,2478,39230,215145,194
"07701","RED BANK, NJ",,23285,321769,1357204,1308
"07702","SHREWSBURY, NJ",,5328,62265,278375,422
"07703","FORT MONMOUTH, NJ",,746,11058,48197,31
"07704","FAIR HAVEN, NJ",,911,9246,39668,170
"07709","RED BANK, NJ","A",0,0,0,1
"07710","ADELPHIA, NJ",,36,199,1043,9
"07711","ALLENHURST, NJ",,408,3424,14634,66
"07712","ASBURY PARK, NJ",,10314,81135,362740,1015
"07716","ATLANTIC HIGHLANDS, NJ",,1562,11970,54452,247
"07717","AVON BY THE SEA, NJ",,331,3210,16623,76
"07718","BELFORD, NJ",,632,5366,26819,123
"07719","BELMAR, NJ",,9802,84981,382674,866
"07720","BRADLEY BEACH, NJ",,576,2753,12390,125
"07721","CLIFFWOOD, NJ",,893,6195,29796,85
"07722","COLTS NECK, NJ",,1833,14460,68606,330
"07723","DEAL, NJ",,640,3834,18865,81
"07724","EATONTOWN, NJ",,18073,184851,813179,1000
"07726","ENGLISHTOWN, NJ",,10211,76736,352482,1259
"07727","FARMINGDALE, NJ",,3944,36273,158055,366
"07728","FREEHOLD, NJ",,25299,199032,872590,1899
"07730","HAZLET, NJ",,5660,50947,207661,499
"07731","HOWELL, NJ",,7771,56595,255544,864
"07732","HIGHLANDS, NJ",,639,3862,18305,104
"07733","HOLMDEL, NJ",,9586,119751,535877,545
"07734","KEANSBURG, NJ",,1061,5642,26806,159
"07735","KEYPORT, NJ",,3406,25236,118209,369
"07737","LEONARDO, NJ",,383,2737,13383,66
"07738","LINCROFT, NJ",,1427,11000,49134,182
"07739","LITTLE SILVER, NJ",,2038,19830,91731,260
"07740","LONG BRANCH, NJ",,7517,58048,268787,710
"07746","MARLBORO, NJ",,3737,25205,120060,508
"07747","MATAWAN, NJ",,7153,51542,234467,915
"07748","MIDDLETOWN, NJ",,11253,208034,688217,642
"07750","MONMOUTH BEACH, NJ",,252,1886,10678,72
"07751","MORGANVILLE, NJ",,3912,32592,153926,597
"07752","NAVESINK, NJ",,159,1300,5918,19
"07753","NEPTUNE, NJ",,18092,167191,698367,849
"07754","NEPTUNE, NJ",,1220,16899,66476,21
"07755","OAKHURST, NJ",,2675,20487,89806,289
"07756","OCEAN GROVE, NJ",,530,3476,14576,88
"07757","OCEANPORT, NJ",,1500,18006,88716,127
"07758","PORT MONMOUTH, NJ",,437,2816,13153,87
"07760","RUMSON, NJ",,1677,11318,55653,247
"07762","SPRING LAKE, NJ",,2080,13272,62556,316
"07763","TENNENT, NJ",,153,1588,7821,17
"07764","WEST LONG BRANCH, NJ",,6618,62781,277852,327
"07765","WICKATUNK, NJ",,151,1146,4969,7
"07777","HOLMDEL, NJ","A",0,0,0,1
"07799","EATONTOWN, NJ","A",0,0,0,1
"07801","DOVER, NJ",,6632,62285,260133,621
"07802","DOVER, NJ",,327,3210,14810,19
"07803","MINE HILL, NJ",,494,2838,16229,85
"07806","PICATINNY ARSENAL, NJ",,153,1160,4891,12
"07820","ALLAMUCHY, NJ",,195,1142,5715,29
"07821","ANDOVER, NJ",,1893,13448,62279,220
"07822","AUGUSTA, NJ",,629,3698,18623,64
"07823","BELVIDERE, NJ",,1800,16902,71499,170
"07825","BLAIRSTOWN, NJ",,1587,11381,51235,251
"07826","BRANCHVILLE, NJ",,1060,7323,34087,183
"07827","MONTAGUE, NJ",,589,2611,11562,69
"07828","BUDD LAKE, NJ",,3981,58905,232224,232
"07829","BUTTZVILLE, NJ",,65,337,1847,8
"07830","CALIFON, NJ",,768,6354,31424,192
"07831","CHANGEWATER, NJ","A",0,0,0,1
"07832","COLUMBIA, NJ",,525,3902,18267,84
"07833","DELAWARE, NJ",,256,2443,11132,12
"07834","DENVILLE, NJ",,10063,93406,423379,751
"07836","FLANDERS, NJ",,6076,60996,260714,406
"07837","GLASSER, NJ","A",0,0,0,2
"07838","GREAT MEADOWS, NJ",,303,2307,11466,84
"07839","GREENDELL, NJ",,5,53,221,5
"07840","HACKETTSTOWN, NJ",,11469,213558,673794,807
"07842","HIBERNIA, NJ",,118,1409,6397,12
"07843","HOPATCONG, NJ",,640,3612,19901,147
"07844","HOPE, NJ",,310,2587,11614,50
"07845","IRONIA, NJ",,86,504,3012,15
"07846","JOHNSONBURG, NJ",,19,84,605,5
"07847","KENVIL, NJ",,862,7439,34663,106
"07848","LAFAYETTE, NJ",,2319,20411,81644,149
"07849","LAKE HOPATCONG, NJ",,1236,9277,46055,228
"07850","LANDING, NJ",,945,7894,37932,148
"07851","LAYTON, NJ",,39,257,1280,12
"07852","LEDGEWOOD, NJ",,2351,14811,66312,195
"07853","LONG VALLEY, NJ",,1498,12619,59445,289
"07855","MIDDLEVILLE, NJ",,19,205,634,5
"07856","MOUNT ARLINGTON, NJ",,1542,17254,70858,132
"07857","NETCONG, NJ",,648,4608,20232,97
"07860","NEWTON, NJ",,8273,60716,277015,768
"07863","OXFORD, NJ",,344,2146,10206,65
"07865","PORT MURRAY, NJ",,418,3976,16712,73
"07866","ROCKAWAY, NJ",,13674,176445,594938,874
"07869","RANDOLPH, NJ",,6013,50678,232530,691
"07870","SCHOOLEYS MOUNTAIN, NJ",,60,190,1342,8
"07871","SPARTA, NJ",,4658,35417,165905,644
"07874","STANHOPE, NJ",,2558,12589,52460,202
"07875","STILLWATER, NJ",,115,831,4067,25
"07876","SUCCASUNNA, NJ",,3415,21311,94849,332
"07877","SWARTSWOOD, NJ",,96,386,1884,9
