"zip","name","empflag","emp","qp1","ap","est"
"93216","DELANO, CA",,226,1525,7008,20
"93218","DUCOR, CA",,42,374,2689,10
"93219","EARLIMART, CA",,299,1436,6989,34
"93220","EDISON, CA",,196,1414,7609,17
"93221","EXETER, CA",,2534,15675,68645,242
"93222","FRAZIER PARK, CA",,153,676,3318,34
"93223","FARMERSVILLE, CA",,438,2932,13443,54
"93224","FELLOWS, CA",,138,2068,7765,13
"93225","FRAZIER PARK, CA",,344,1955,9599,83
"93226","GLENNVILLE, CA","A",0,0,0,1
"93227","GOSHEN, CA",,347,2729,14583,30
"93230","HANFORD, CA",,13715,89383,422823,980
"93232","HANFORD, CA",,989,5470,21695,24
"93234","HURON, CA",,276,2100,10836,51
"93235","IVANHOE, CA",,333,2003,6933,21
"93238","KERNVILLE, CA",,356,2006,9469,58
"93239","KETTLEMAN CITY, CA",,362,4762,16477,20
"93240","LAKE ISABELLA, CA",,1036,5880,25508,138
"93241","LAMONT, CA",,1582,10061,36381,104
"93242","LATON, CA",,111,703,3369,14
"93243","LEBEC, CA",,966,6593,26401,55
"93244","LEMON COVE, CA",,46,291,1540,6
"93245","LEMOORE, CA",,4933,33453,140563,300
"93246","LEMOORE, CA",,205,2093,8648,13
"93247","LINDSAY, CA",,2221,14133,61136,159
"93249","LOST HILLS, CA",,1142,7524,29395,39
"93250","MC FARLAND, CA",,839,4743,21633,71
"93251","MC KITTRICK, CA",,267,2746,11012,18
"93252","MARICOPA, CA",,312,2556,9541,20
"93254","NEW CUYAMA, CA",,139,3324,14105,8
"93255","ONYX, CA",,4,28,148,3
"93256","PIXLEY, CA",,309,2576,11537,42
"93257","PORTERVILLE, CA",,13457,83986,365941,917
"93258","PORTERVILLE, CA",,197,1133,4989,25
"93260","POSEY, CA","B",0,0,0,2
"93261","RICHGROVE, CA",,49,614,3967,10
"93262","SEQUOIA NATIONAL PARK, CA",,62,353,1964,4
"93263","SHAFTER, CA",,3076,23339,105720,178
"93265","SPRINGVILLE, CA",,199,963,4586,56
"93266","STRATFORD, CA",,6,43,435,3
"93267","STRATHMORE, CA",,401,2440,11033,43
"93268","TAFT, CA",,3436,31717,134012,224
"93270","TERRA BELLA, CA",,1013,6265,25783,42
"93271","THREE RIVERS, CA",,333,1532,7999,62
"93272","TIPTON, CA",,420,3643,15263,27
"93274","TULARE, CA",,12482,88222,388338,950
"93275","TULARE, CA",,374,2464,11096,30
"93276","TUPMAN, CA",,451,14312,44681,8
"93277","VISALIA, CA",,17950,106390,458664,1049
"93278","VISALIA, CA",,382,2697,11560,25
"93279","VISALIA, CA",,977,5571,23933,31
"93280","WASCO, CA",,1483,7639,34288,157
"93282","WAUKENA, CA","A",0,0,0,2
"93283","WELDON, CA",,57,267,1444,15
"93285","WOFFORD HEIGHTS, CA",,136,601,2944,31
"93286","WOODLAKE, CA",,651,3869,19072,76
"93287","WOODY, CA","A",0,0,0,1
"93290","VISALIA, CA",,83,368,1897,12
"93291","VISALIA, CA",,18184,143019,631491,1177
"93292","VISALIA, CA",,5742,36057,161630,555
"93301","BAKERSFIELD, CA",,19347,150200,672026,1459
"93302","BAKERSFIELD, CA",,138,1882,6728,20
"93303","BAKERSFIELD, CA",,148,1446,6411,18
"93304","BAKERSFIELD, CA",,8994,42918,183299,730
"93305","BAKERSFIELD, CA",,5538,45308,195154,444
"93306","BAKERSFIELD, CA",,6690,33548,146989,545
"93307","BAKERSFIELD, CA",,10821,80715,341284,633
"93308","BAKERSFIELD, CA",,25662,229431,1019799,1296
"93309","BAKERSFIELD, CA",,23898,214318,876223,1635
"93311","BAKERSFIELD, CA",,7320,70054,329551,369
"93312","BAKERSFIELD, CA",,9072,57808,264116,659
"93313","BAKERSFIELD, CA",,8799,71338,323025,560
"93314","BAKERSFIELD, CA",,1006,6542,34722,129
"93380","BAKERSFIELD, CA",,2153,11485,49804,28
"93383","BAKERSFIELD, CA","A",0,0,0,2
"93384","BAKERSFIELD, CA",,100,1255,5583,15
"93385","BAKERSFIELD, CA",,36,293,1220,7
"93386","BAKERSFIELD, CA",,29,63,321,6
"93387","BAKERSFIELD, CA","B",0,0,0,6
"93388","BAKERSFIELD, CA",,248,3103,14316,14
"93389","BAKERSFIELD, CA",,724,3630,16404,49
"93390","BAKERSFIELD, CA",,96,815,5147,24
"93401","SAN LUIS OBISPO, CA",,28689,253870,1080409,1968
"93402","LOS OSOS, CA",,1669,9615,44999,294
"93403","SAN LUIS OBISPO, CA",,448,2249,10305,30
"93405","SAN LUIS OBISPO, CA",,4262,26128,119920,346
"93406","SAN LUIS OBISPO, CA",,318,3543,17495,53
"93407","SAN LUIS OBISPO, CA",,1829,5708,23080,5
"93408","SAN LUIS OBISPO, CA",,8,55,233,3
"93409","SAN LUIS OBISPO, CA","C",0,0,0,3
"93412","LOS OSOS, CA",,69,223,1168,17
"93420","ARROYO GRANDE, CA",,7037,48539,221473,799
"93421","ARROYO GRANDE, CA",,110,987,5268,20
"93422","ATASCADERO, CA",,9764,65820,278054,838
"93423","ATASCADERO, CA",,298,1696,7054,34
"93424","AVILA BEACH, CA",,368,1757,9016,29
"93426","BRADLEY, CA",,90,626,3324,22
"93427","BUELLTON, CA",,2028,15134,63145,203
"93428","CAMBRIA, CA",,1648,8174,34810,247
"93429","CASMALIA, CA","B",0,0,0,4
"93430","CAYUCOS, CA",,383,1802,8636,85
"93432","CRESTON, CA",,118,511,2380,25
"93433","GROVER BEACH, CA",,2915,17429,76126,347
"93434","GUADALUPE, CA",,595,4370,17405,63
"93435","HARMONY, CA","A",0,0,0,2
"93436","LOMPOC, CA",,7354,47772,210452,699
"93437","LOMPOC, CA",,1855,23456,97496,46
"93438","LOMPOC, CA",,145,1089,5737,19
"93440","LOS ALAMOS, CA",,120,701,3103,28
"93441","LOS OLIVOS, CA",,795,6005,27368,88
"93442","MORRO BAY, CA",,3276,15829,70319,383
"93443","MORRO BAY, CA",,87,471,2323,19
"93444","NIPOMO, CA",,2178,12845,59977,250
"93445","OCEANO, CA",,526,3398,15061,65
"93446","PASO ROBLES, CA",,11445,77911,345582,1136
"93447","PASO ROBLES, CA",,495,3644,17427,57
"93448","PISMO BEACH, CA",,200,870,3812,21
"93449","PISMO BEACH, CA",,3741,16115,74258,372
"93450","SAN ARDO, CA",,401,2721,12612,15
"93451","SAN MIGUEL, CA",,359,1946,8737,60
"93452","SAN SIMEON, CA",,402,1558,7340,32
"93453","SANTA MARGARITA, CA",,317,2400,13024,53
"93454","SANTA MARIA, CA",,16910,112734,507132,1236
"93455","SANTA MARIA, CA",,9379,68384,302386,793
"93456","SANTA MARIA, CA",,572,4516,23374,63
"93457","SANTA MARIA, CA","E",0,0,0,10
"93458","SANTA MARIA, CA",,3385,22531,107154,344
"93460","SANTA YNEZ, CA",,2324,17585,76484,196
"93461","SHANDON, CA",,45,289,1327,6
"93463","SOLVANG, CA",,3743,22868,99387,330
"93464","SOLVANG, CA",,147,1002,3826,24
"93465","TEMPLETON, CA",,3146,22846,106772,247
"93475","OCEANO, CA","A",0,0,0,4
"93483","GROVER BEACH, CA",,69,218,963,11
"93501","MOJAVE, CA",,1768,14992,61013,108
"93502","MOJAVE, CA",,175,2431,10462,10
"93504","CALIFORNIA CITY, CA","E",0,0,0,5
"93505","CALIFORNIA CITY, CA",,553,2675,11312,84
"93510","ACTON, CA",,930,4617,24411,144
"93512","BENTON, CA",,119,853,3361,5
"93513","BIG PINE, CA",,95,371,1651,24
"93514","BISHOP, CA",,4135,24331,110736,466
"93515","BISHOP, CA",,198,1458,6387,24
"93516","BORON, CA",,1099,13934,52614,26
"93517","BRIDGEPORT, CA",,108,464,3319,40
"93518","CALIENTE, CA",,49,229,921,14
"93522","DARWIN, CA","A",0,0,0,2
"93523","EDWARDS, CA",,956,18135,73286,27
"93524","EDWARDS, CA",,899,11862,51169,30
"93526","INDEPENDENCE, CA",,40,62,339,14
"93527","INYOKERN, CA",,176,2008,6934,26
"93528","JOHANNESBURG, CA","A",0,0,0,1
"93529","JUNE LAKE, CA",,272,1156,6538,34
"93530","KEELER, CA","A",0,0,0,2
"93531","KEENE, CA",,359,2749,12603,14
"93532","LAKE HUGHES, CA",,259,978,4947,33
"93534","LANCASTER, CA",,20732,150072,666100,1301
"93535","LANCASTER, CA",,7625,43682,208751,463
"93536","LANCASTER, CA",,6362,46060,193211,470
"93539","LANCASTER, CA",,339,3015,13880,20
"93541","LEE VINING, CA",,113,613,4240,29
"93542","LITTLE LAKE, CA","A",0,0,0,2
"93543","LITTLEROCK, CA",,590,4032,19862,74
"93544","LLANO, CA",,89,276,1318,9
"93545","LONE PINE, CA",,450,1887,9095,54
"93546","MAMMOTH LAKES, CA",,6334,37884,139990,470
"93549","OLANCHA, CA",,173,1058,6338,9
"93550","PALMDALE, CA",,10867,77237,325045,763
"93551","PALMDALE, CA",,9537,49520,225928,669
"93552","PALMDALE, CA",,1179,6436,27933,95
"93553","PEARBLOSSOM, CA",,120,595,2509,17
"93554","RANDSBURG, CA","B",0,0,0,3
"93555","RIDGECREST, CA",,6152,39580,169797,495
"93556","RIDGECREST, CA",,29,220,1450,13
"93558","RED MOUNTAIN, CA","B",0,0,0,1
"93560","ROSAMOND, CA",,848,3866,17098,125
"93561","TEHACHAPI, CA",,3542,24007,110071,423
"93562","TRONA, CA",,746,9569,48263,20
"93563","VALYERMO, CA",,67,331,1351,3
"93581","TEHACHAPI, CA",,139,790,3447,21
"93584","LANCASTER, CA",,13,95,438,5
"93586","LANCASTER, CA",,6,26,163,4
"93590","PALMDALE, CA",,191,798,3772,12
"93591","PALMDALE, CA",,245,864,4561,41
"93592","TRONA, CA",,21,143,789,4
"93596","BORON, CA","A",0,0,0,1
"93599","PALMDALE, CA","H",0,0,0,4
"93601","AHWAHNEE, CA",,155,868,4242,37
"93602","AUBERRY, CA",,496,3258,13363,61
"93603","BADGER, CA",,33,119,618,5
"93604","BASS LAKE, CA",,235,1192,6943,24
"93605","BIG CREEK, CA","B",0,0,0,8
"93606","BIOLA, CA",,79,949,3819,8
"93607","BURREL, CA",,92,876,3555,7
"93608","CANTUA CREEK, CA",,101,830,3309,8
"93609","CARUTHERS, CA",,584,4083,17921,68
"93610","CHOWCHILLA, CA",,1976,13233,61904,167
"93611","CLOVIS, CA",,4764,29436,148151,604
"93612","CLOVIS, CA",,16311,107916,478281,1052
"93613","CLOVIS, CA",,949,4257,19531,34
"93614","COARSEGOLD, CA",,761,3389,16325,132
"93615","CUTLER, CA",,569,1568,9234,20
"93616","DEL REY, CA",,290,1932,9993,22
"93618","DINUBA, CA",,5045,31604,161894,306
"93619","CLOVIS, CA",,350,1608,9585,86
"93620","DOS PALOS, CA",,517,2580,13312,85
"93621","DUNLAP, CA",,25,125,620,6
"93622","FIREBAUGH, CA",,1661,10426,53619,109
"93623","FISH CAMP, CA",,262,1048,5617,7
"93624","FIVE POINTS, CA",,286,3263,12326,20
"93625","FOWLER, CA",,1999,15813,68289,108
"93626","FRIANT, CA",,1450,10470,46933,29
"93627","HELM, CA",,441,3480,13978,9
"93628","HUME, CA","A",0,0,0,2
"93630","KERMAN, CA",,1314,8935,39632,169
"93631","KINGSBURG, CA",,3738,26965,119543,267
"93633","KINGS CANYON NATIONAL PK, CA",,72,270,1905,9
"93634","LAKESHORE, CA",,251,1215,3821,8
"93635","LOS BANOS, CA",,4691,29889,145725,431
"93636","MADERA, CA",,193,925,6811,37
"93637","MADERA, CA",,9424,64065,284434,582
"93638","MADERA, CA",,7265,60688,258223,501
"93639","MADERA, CA",,537,3925,18860,15
"93640","MENDOTA, CA",,594,3611,18729,61
"93641","MIRAMONTE, CA","A",0,0,0,2
"93642","MONO HOT SPRINGS, CA",,1,2,87,3
"93643","NORTH FORK, CA",,163,1040,6332,46
"93644","OAKHURST, CA",,3210,19559,84147,367
"93645","O NEALS, CA",,133,1561,7192,8
"93646","ORANGE COVE, CA",,970,5334,20369,60
"93647","OROSI, CA",,412,2379,8952,51
"93648","PARLIER, CA",,782,5364,24378,72
"93649","PIEDRA, CA","A",0,0,0,2
"93650","FRESNO, CA",,3712,22649,94040,102
"93651","PRATHER, CA",,303,1270,6436,46
"93652","RAISIN CITY, CA",,16,32,240,4
"93653","RAYMOND, CA",,116,857,3907,11
"93654","REEDLEY, CA",,4177,28544,134200,385
"93656","RIVERDALE, CA",,330,2639,12288,52
"93657","SANGER, CA",,3687,22379,117795,377
"93660","SAN JOAQUIN, CA",,1103,18174,74597,26
"93661","SANTA RITA PARK, CA","A",0,0,0,1
"93662","SELMA, CA",,5698,40820,166933,384
"93664","SHAVER LAKE, CA",,219,1521,6284,49
"93665","SOUTH DOS PALOS, CA",,57,248,1577,9
"93666","SULTANA, CA",,11,115,485,4
"93667","TOLLHOUSE, CA",,81,560,3247,17
"93668","TRANQUILLITY, CA",,48,300,1401,10
"93669","WISHON, CA",,14,93,755,4
"93670","YETTEM, CA","A",0,0,0,3
"93673","TRAVER, CA",,230,2873,10453,9
"93675","SQUAW VALLEY, CA",,104,320,1567,30
"93701","FRESNO, CA",,3504,37261,154451,249
"93702","FRESNO, CA",,6170,46593,215972,353
"93703","FRESNO, CA",,8242,56056,249634,512
"93704","FRESNO, CA",,7175,64439,258407,695
"93705","FRESNO, CA",,2322,12449,56339,224
"93706","FRESNO, CA",,13428,102374,449972,601
"93707","FRESNO, CA","B",0,0,0,3
"93708","FRESNO, CA",,10,41,159,6
"93709","FRESNO, CA","A",0,0,0,1
"93710","FRESNO, CA",,19301,129234,550663,1373
"93711","FRESNO, CA",,18595,149483,655967,1441
"93712","FRESNO, CA","A",0,0,0,2
"93714","FRESNO, CA","C",0,0,0,3
"93715","FRESNO, CA","A",0,0,0,1
"93716","FRESNO, CA",,27,207,1307,4
"93718","FRESNO, CA","A",0,0,0,1
"93720","FRESNO, CA",,19290,157194,738145,1252
"93721","FRESNO, CA",,13457,110253,475500,683
"93722","FRESNO, CA",,14410,86186,394838,1021
"93723","FRESNO, CA",,51,219,985,23
"93724","FRESNO, CA",,60,632,3138,6
"93725","FRESNO, CA",,16215,182351,706127,503
"93726","FRESNO, CA",,11905,86212,370958,798
"93727","FRESNO, CA",,18993,145907,661291,1146
"93728","FRESNO, CA",,4197,23957,104617,331
"93729","FRESNO, CA",,690,6307,27476,43
"93730","FRESNO, CA",,114,1103,6111,24
"93740","FRESNO, CA",,569,2207,8770,11
"93741","FRESNO, CA","A",0,0,0,1
"93744","FRESNO, CA",,13,48,434,12
"93745","FRESNO, CA",,372,3315,14062,20
"93747","FRESNO, CA",,46,149,657,13
"93750","FRESNO, CA","B",0,0,0,2
"93755","FRESNO, CA",,71,352,1237,14
"93760","FRESNO, CA",,12,175,607,3
"93771","FRESNO, CA",,202,2015,8337,6
"93772","FRESNO, CA","B",0,0,0,2
"93773","FRESNO, CA","A",0,0,0,2
"93774","FRESNO, CA","A",0,0,0,2
"93775","FRESNO, CA","A",0,0,0,2
"93776","FRESNO, CA","B",0,0,0,3
"93777","FRESNO, CA","A",0,0,0,2
"93778","FRESNO, CA",,189,1427,7233,5
"93779","FRESNO, CA",,76,446,1342,5
"93786","FRESNO, CA","F",0,0,0,3
"93790","FRESNO, CA",,62,597,3670,5
"93791","FRESNO, CA","A",0,0,0,1
"93792","FRESNO, CA",,36,351,1521,4
"93793","FRESNO, CA","A",0,0,0,2
"93794","FRESNO, CA",,12,195,525,4
"93888","FRESNO, CA","B",0,0,0,2
"93901","SALINAS, CA",,23575,229592,996082,1504
"93902","SALINAS, CA",,968,14914,50214,39
"93905","SALINAS, CA",,3493,22032,96410,377
"93906","SALINAS, CA",,8883,52242,224844,677
"93907","SALINAS, CA",,4612,30514,134861,410
"93908","SALINAS, CA",,2644,21071,99650,310
"93912","SALINAS, CA",,336,3327,14688,37
"93915","SALINAS, CA",,48,455,1896,10
"93920","BIG SUR, CA",,890,4187,19542,55
"93921","CARMEL BY THE SEA, CA",,3127,21397,92680,370
"93922","CARMEL, CA",,231,2629,10661,46
"93923","CARMEL, CA",,4874,41003,168771,521
"93924","CARMEL VALLEY, CA",,1362,8638,37173,229
"93925","CHUALAR, CA",,95,978,4792,16
"93926","GONZALES, CA",,980,6520,27576,78
"93927","GREENFIELD, CA",,639,4195,17766,107
"93928","JOLON, CA",,57,386,1109,7
"93930","KING CITY, CA",,2410,18646,83488,225
"93932","LOCKWOOD, CA",,35,230,888,4
"93933","MARINA, CA",,2485,14233,63251,305
"93940","MONTEREY, CA",,26115,238687,1001689,1837
"93942","MONTEREY, CA",,321,4454,18959,38
"93943","MONTEREY, CA",,57,764,3273,7
"93944","MONTEREY, CA",,20,103,582,5
"93950","PACIFIC GROVE, CA",,3862,22608,100347,483
"93953","PEBBLE BEACH, CA",,3211,21379,92086,93
"93954","SAN LUCAS, CA",,48,383,1586,3
"93955","SEASIDE, CA",,6774,44285,186657,564
"93960","SOLEDAD, CA",,1384,13018,38838,138
"93962","SPRECKELS, CA",,152,1601,5380,8
"94002","BELMONT, CA",,7911,84506,341374,698
"94003","BELMONT, CA","C",0,0,0,3
"94005","BRISBANE, CA",,8270,133586,555170,262
"94010","BURLINGAME, CA",,29031,341911,1499910,2090
"94011","BURLINGAME, CA",,132,962,3577,25
"94012","BURLINGAME, CA",,92,808,3209,4
"94013","DALY CITY, CA","A",0,0,0,2
"94014","DALY CITY, CA",,8718,78450,325569,591
"94015","DALY CITY, CA",,10824,86720,369975,773
"94016","DALY CITY, CA","B",0,0,0,1
"94017","DALY CITY, CA",,163,1337,6480,8
"94018","EL GRANADA, CA",,436,2724,13051,77
"94019","HALF MOON BAY, CA",,3448,24635,111735,431
"94020","LA HONDA, CA",,152,845,3898,32
"94021","LOMA MAR, CA",,60,276,1337,6
"94022","LOS ALTOS, CA",,6656,85891,384097,871
"94023","LOS ALTOS, CA",,69,756,3210,16
"94024","LOS ALTOS, CA",,2407,23778,116812,413
"94025","MENLO PARK, CA",,26830,603761,2279523,1490
"94026","MENLO PARK, CA",,90,1030,3890,31
"94027","ATHERTON, CA",,1409,13530,63592,151
"94028","PORTOLA VALLEY, CA",,1238,12936,57726,181
"94030","MILLBRAE, CA",,4562,31441,136649,488
"94035","MOUNTAIN VIEW, CA",,1352,21485,85710,55
"94037","MONTARA, CA",,289,2324,10803,60
"94038","MOSS BEACH, CA",,327,3062,13058,46
"94039","MOUNTAIN VIEW, CA",,1041,21597,87754,14
"94040","MOUNTAIN VIEW, CA",,13273,155091,660916,956
"94041","MOUNTAIN VIEW, CA",,5799,95166,413304,471
"94042","MOUNTAIN VIEW, CA",,289,3014,15515,12
"94043","MOUNTAIN VIEW, CA",,33669,1172961,4606620,1081
"94044","PACIFICA, CA",,3377,19785,89104,537
"94059","REDWOOD CITY, CA","A",0,0,0,2
"94060","PESCADERO, CA",,320,2330,10520,52
"94061","REDWOOD CITY, CA",,4114,34178,156705,543
"94062","REDWOOD CITY, CA",,4831,66660,252643,644
"94063","REDWOOD CITY, CA",,25460,416023,1764966,1461
"94064","REDWOOD CITY, CA",,358,3726,15477,35
"94065","REDWOOD CITY, CA",,17918,475936,1908912,342
"94066","SAN BRUNO, CA",,10595,118828,498987,909
"94067","SAN BRUNO, CA","A",0,0,0,1
"94070","SAN CARLOS, CA",,14654,190693,770745,1372
"94074","SAN GREGORIO, CA",,30,195,858,10
"94080","SOUTH SAN FRANCISCO, CA",,47037,728596,3424043,2166
"94083","SOUTH SAN FRANCISCO, CA",,373,3140,14855,34
"94085","SUNNYVALE, CA",,17125,333843,1416076,564
"94086","SUNNYVALE, CA",,41129,835495,3480481,966
"94087","SUNNYVALE, CA",,9727,74858,328422,1000
"94088","SUNNYVALE, CA",,2626,75520,287583,30
"94089","SUNNYVALE, CA",,27395,943809,4560426,569
"94090","SUNNYVALE, CA","A",0,0,0,1
"94099","SOUTH SAN FRANCISCO, CA","C",0,0,0,2
"94101","SAN FRANCISCO, CA",,2505,65880,200189,38
"94102","SAN FRANCISCO, CA",,35240,339619,1333818,1661
"94103","SAN FRANCISCO, CA",,48299,545334,2271891,2527
"94104","SAN FRANCISCO, CA",,38732,1352779,4855311,1936
"94105","SAN FRANCISCO, CA",,76204,2347296,7656131,1829
"94106","SAN FRANCISCO, CA",,85,538,3816,5
"94107","SAN FRANCISCO, CA",,33087,455846,2000980,1872
"94108","SAN FRANCISCO, CA",,24253,355773,1426766,1771
"94109","SAN FRANCISCO, CA",,23004,224614,1000516,1700
"94110","SAN FRANCISCO, CA",,16746,159951,681569,1511
"94111","SAN FRANCISCO, CA",,51201,1515651,5091178,2486
"94112","SAN FRANCISCO, CA",,4667,30070,132901,718
"94114","SAN FRANCISCO, CA",,7027,50793,226622,898
"94115","SAN FRANCISCO, CA",,17005,193214,831758,1114
"94116","SAN FRANCISCO, CA",,5657,49204,226069,623
"94117","SAN FRANCISCO, CA",,8447,77764,355382,751
"94118","SAN FRANCISCO, CA",,11076,92364,412342,1215
"94119","SAN FRANCISCO, CA",,292,4806,17841,18
"94120","SAN FRANCISCO, CA","C",0,0,0,9
"94121","SAN FRANCISCO, CA",,6468,60884,249321,658
"94122","SAN FRANCISCO, CA",,6111,45577,186033,944
"94123","SAN FRANCISCO, CA",,8888,69297,325229,1006
"94124","SAN FRANCISCO, CA",,18511,203913,875565,1238
"94125","SAN FRANCISCO, CA",,777,4420,16610,18
"94126","SAN FRANCISCO, CA",,40,507,1879,12
"94127","SAN FRANCISCO, CA",,2418,16522,70743,492
"94128","SAN FRANCISCO, CA",,8791,82540,242023,148
"94129","SAN FRANCISCO, CA",,2738,51200,299798,136
"94130","SAN FRANCISCO, CA",,646,4865,19524,27
"94131","SAN FRANCISCO, CA",,1929,15585,73822,351
"94132","SAN FRANCISCO, CA",,6448,34288,147742,438
"94133","SAN FRANCISCO, CA",,16136,150908,662978,1316
"94134","SAN FRANCISCO, CA",,3256,36450,147326,320
"94135","SAN FRANCISCO, CA",,18,81,472,4
"94136","SAN FRANCISCO, CA",,16,208,873,3
"94137","SAN FRANCISCO, CA","B",0,0,0,3
"94138","SAN FRANCISCO, CA","A",0,0,0,1
"94139","SAN FRANCISCO, CA","A",0,0,0,3
"94140","SAN FRANCISCO, CA",,22,137,513,5
"94141","SAN FRANCISCO, CA",,15,94,499,5
"94142","SAN FRANCISCO, CA",,672,3698,16714,19
"94143","SAN FRANCISCO, CA","I",0,0,0,14
"94144","SAN FRANCISCO, CA","A",0,0,0,1
"94145","SAN FRANCISCO, CA","A",0,0,0,2
"94146","SAN FRANCISCO, CA",,14,24,126,5
"94147","SAN FRANCISCO, CA",,13,170,951,6
"94150","SAN FRANCISCO, CA","A",0,0,0,1
"94155","SAN FRANCISCO, CA","B",0,0,0,1
"94158","SAN FRANCISCO, CA",,261,3726,19818,5
"94159","SAN FRANCISCO, CA",,8,67,297,6
"94162","SAN FRANCISCO, CA","A",0,0,0,1
"94163","SAN FRANCISCO, CA","A",0,0,0,1
"94164","SAN FRANCISCO, CA",,17,77,841,5
"94168","SAN FRANCISCO, CA","B",0,0,0,1
"94172","SAN FRANCISCO, CA","A",0,0,0,1
"94188","SAN FRANCISCO, CA",,114,986,4405,10
"94199","SAN FRANCISCO, CA","A",0,0,0,1
"94203","SACRAMENTO, CA","A",0,0,0,1
"94205","SACRAMENTO, CA","A",0,0,0,1
"94208","SACRAMENTO, CA","B",0,0,0,2
"94211","SACRAMENTO, CA","A",0,0,0,2
"94234","SACRAMENTO, CA","A",0,0,0,2
"94267","SACRAMENTO, CA","B",0,0,0,1
"94280","SACRAMENTO, CA","A",0,0,0,1
"94287","SACRAMENTO, CA","A",0,0,0,1
"94301","PALO ALTO, CA",,13978,234407,977712,1035
"94302","PALO ALTO, CA",,92,772,3240,14
"94303","PALO ALTO, CA",,11848,204403,815880,746
"94304","PALO ALTO, CA",,27096,781115,2972887,487
"94305","STANFORD, CA","K",0,0,0,83
"94306","PALO ALTO, CA",,10918,161158,650821,939
"94309","PALO ALTO, CA",,99,543,2268,3
"94310","PALO ALTO, CA","A",0,0,0,1
"94401","SAN MATEO, CA",,9306,86925,384786,1015
"94402","SAN MATEO, CA",,12186,187880,728025,987
"94403","SAN MATEO, CA",,27935,385895,1634469,1058
"94404","SAN MATEO, CA",,81401,783500,3522965,887
"94405","SAN MATEO, CA","B",0,0,0,2
"94406","SAN MATEO, CA","B",0,0,0,2
"94407","SAN MATEO, CA","A",0,0,0,1
"94409","SAN MATEO, CA","C",0,0,0,2
"94497","SAN MATEO, CA","B",0,0,0,2
"94501","ALAMEDA, CA",,15148,172980,721955,1348
"94502","ALAMEDA, CA",,6006,125647,527383,227
"94503","AMERICAN CANYON, CA",,2143,16077,76681,206
"94506","DANVILLE, CA",,3324,29339,135656,461
"94507","ALAMO, CA",,3239,34886,162616,423
"94508","ANGWIN, CA",,1489,7614,31592,64
"94509","ANTIOCH, CA",,14243,102248,449181,1107
"94510","BENICIA, CA",,12771,176239,659864,892
"94511","BETHEL ISLAND, CA",,222,1047,5101,46
"94512","BIRDS LANDING, CA","A",0,0,0,1
"94513","BRENTWOOD, CA",,9099,82483,354786,775
"94514","BYRON, CA",,1653,13209,65784,221
"94515","CALISTOGA, CA",,2481,17002,79868,276
"94516","CANYON, CA",,23,20,444,5
"94517","CLAYTON, CA",,1738,20160,77864,193
"94518","CONCORD, CA",,6709,59790,262425,501
"94519","CONCORD, CA",,1467,9981,43122,273
"94520","CONCORD, CA",,47237,610933,2431870,2034
"94521","CONCORD, CA",,4637,28607,120113,570
"94522","CONCORD, CA",,119,493,1977,12
"94523","PLEASANT HILL, CA",,14822,147220,529487,1064
"94524","CONCORD, CA",,279,2956,13755,19
"94525","CROCKETT, CA",,1129,13095,59251,56
"94526","DANVILLE, CA",,8612,85414,353391,1100
"94527","CONCORD, CA",,45,184,1309,16
"94528","DIABLO, CA",,236,2434,9996,22
"94529","CONCORD, CA","B",0,0,0,5
"94530","EL CERRITO, CA",,5778,35670,154316,532
"94531","ANTIOCH, CA",,2085,13122,64336,277
"94533","FAIRFIELD, CA",,21875,167532,703236,1487
"94534","FAIRFIELD, CA",,4519,41278,191001,339
"94535","TRAVIS AFB, CA",,2872,21318,85858,60
"94536","FREMONT, CA",,7391,50068,220826,922
"94537","FREMONT, CA",,422,4923,18562,32
"94538","FREMONT, CA",,62185,913141,3766452,2399
"94539","FREMONT, CA",,16276,182037,785805,1216
"94540","HAYWARD, CA",,85,528,2358,14
"94541","HAYWARD, CA",,10383,80726,364839,1000
"94542","HAYWARD, CA",,991,4486,20571,108
"94543","HAYWARD, CA",,92,415,1445,9
"94544","HAYWARD, CA",,18638,173909,714834,1129
"94545","HAYWARD, CA",,34612,389249,1662153,1630
"94546","CASTRO VALLEY, CA",,7704,60058,265377,859
"94547","HERCULES, CA",,3370,50970,219502,166
"94548","KNIGHTSEN, CA",,54,341,2260,18
"94549","LAFAYETTE, CA",,8106,78113,352978,1063
"94550","LIVERMORE, CA",,29959,312794,1333546,1593
"94551","LIVERMORE, CA",,9605,121899,498703,510
"94552","CASTRO VALLEY, CA",,1018,7532,35874,175
"94553","MARTINEZ, CA",,19100,198270,803228,1083
"94555","FREMONT, CA",,5320,133263,571165,296
"94556","MORAGA, CA",,3952,30793,131936,316
"94557","HAYWARD, CA","B",0,0,0,4
"94558","NAPA, CA",,24224,230792,1007457,1652
"94559","NAPA, CA",,11585,85470,374997,1040
"94560","NEWARK, CA",,20626,216110,902908,1073
"94561","OAKLEY, CA",,2204,14242,64603,308
"94562","OAKVILLE, CA",,788,8293,41522,30
"94563","ORINDA, CA",,3168,52469,214038,566
"94564","PINOLE, CA",,4424,25155,108305,448
"94565","PITTSBURG, CA",,11776,107597,438848,844
"94566","PLEASANTON, CA",,16400,179682,788947,1421
"94567","POPE VALLEY, CA",,98,676,3440,20
"94568","DUBLIN, CA",,17206,212884,885066,1028
